KEGG_2021_Human,Base excision repair,6/33,2.5103223716878e-05,0.0006275805929219499,0,0,12.20666044195456,129.29922510523528,FEN1;PCNA;LIG1;POLD1;POLE2;POLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Cellular senescence,12/156,2.8804510988644363e-05,0.0006481014972444982,0,0,4.627967711301045,48.38530315886127,RB1;PPP1CB;CCNA2;PPP1CC;CCNB2;CCNB1;CHEK2;CHEK1;CDK2;CDK1;TP53;PPP1CA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,14/219,5.015795243142417e-05,0.0010259581179154,0,0,3.802473967433084,37.64576033884228,RB1;SRF;XIAP;BUB1B;CDC20;CCNA2;CCNB2;ESPL1;CHEK2;CHEK1;CDK2;TCF3;TP53;MAD2L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Progesterone-mediated oocyte maturation,9/100,8.617412079559636e-05,0.0015608783506866,0,0,5.460793443844291,51.10833389148554,CCNA2;CCNB2;CCNB1;PLK1;CDK2;CDK1;BUB1;AURKA;MAD2L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Homologous recombination,6/41,9.018408248412008e-05,0.0015608783506866,0,0,9.412725090036014,87.66689871838317,RAD51;POLD1;RPA3;RPA1;RPA2;BRCA1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Glucagon signaling pathway,9/107,0.00014536728120333946,0.0023362598764822,0,0,5.068920788654445,44.79023633653291,GYS2;GYS1;PDHA2;PDHA1;PHKG2;PHKB;PDHB;PPARA;ACACA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Citrate cycle (TCA cycle),5/30,0.00018792197686999724,0.002601203813435,0,0,10.956424581005589,94.00046608029884,PDHA2;PDHA1;PDHB;DLAT;DLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Hepatitis B,11/162,0.0001882205157776614,0.002601203813435,0,0,4.032698675496689,34.59207115339981,RB1;CCNA2;DDB1;PCNA;SRC;CDK2;BIRC5;GRB2;FASLG;TP53;TLR2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Pyruvate metabolism,6/47,0.00019653539923731773,0.002601203813435,0,0,8.032793605246978,68.55722648582724,PDHA2;PDHA1;PDHB;DLAT;DLD;ACACA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,AMPK signaling pathway,9/120,0.0003451202339560207,0.0041722053452712,0,0,4.472285845167201,35.651352991282906,GYS2;CCNA2;GYS1;SREBF1;SCD;FASN;MLYCD;ELAVL1;ACACA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Viral carcinogenesis,12/203,0.00035231956248956905,0.0041722053452712,0,0,3.480735669217345,27.67523165818637,RB1;CDC20;DDB1;CCNA2;SNW1;SRC;SRF;CHEK1;CDK2;CDK1;GRB2;TP53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Fanconi anemia pathway,6/54,0.0004249682222349745,0.0047808925001434,0,0,6.858893557422969,53.2489938158023,FANCI;RAD51;RPA3;RPA1;RPA2;BRCA1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Hepatitis C,10/157,0.0006062148660261937,0.006495159278852,0,0,3.7559499720568112,27.825114299376665,RB1;OCLN;CLDN15;PSME3;CDK2;CLDN23;GRB2;FASLG;PPARA;TP53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Diabetic cardiomyopathy,11/203,0.0012544880324059,0.0128299912405149,0,0,3.164876302083333,21.14462634236435,GYS2;PPP1CB;GYS1;PPP1CC;PDHA2;PDHA1;CYBA;NDUFC1;PDHB;PPARA;PPP1CA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Chemical carcinogenesis,12/239,0.0014742198132116,0.0144217155640267,0,0,2.9233028351971084,19.0588422498709,RB1;SULT1A1;NOTCH2;UGT2B11;SRC;XIAP;BIRC5;GRB2;CDC6;PPARA;KPNA2;SULT1A2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Retrograde endocannabinoid signaling,9/148,0.0015550037166829,0.0145781598439025,0,0,3.5662724058041704,23.060506457345124,RIMS1;FAAH;DAGLA;CNR1;NAPEPLD;ABHD6;NDUFC1;DAGLB;MGLL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,PPAR signaling pathway,6/74,0.0022516016985225,0.0202644152867027,0,0,4.8366287691547205,29.48463769236015,FABP3;FABP5;ACOX1;SCD;FABP7;PPARA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Propanoate metabolism,4/34,0.0032198953510408,0.0278644789993917,0,0,7.282079851439183,41.78753376776204,ACOX1;MLYCD;DLD;ACACA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Pyrimidine metabolism,5/56,0.0034286826436188,0.0285723553634906,0,0,5.363676196735677,30.441968845827635,DUT;RRM1;RRM2;RRM2B;TYMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Pathways in cancer,19/531,0.0040421299920631,0.032481401721936,0,0,2.0631302234738373,11.369876620298427,RB1;NOTCH2;CEBPA;CUL1;XIAP;FASLG;LRP6;MSH6;CCNA2;BMP4;BMP2;RAD51;MSH2;CDK2;CKS2;BIRC5;GRB2;ITGAV;TP53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Proteoglycans in cancer,10/205,0.0043776593224671,0.0339645981915556,0,0,2.8244352436987,15.340188776193784,PPP1CB;PPP1CC;CTTN;SRC;GRB2;FASLG;ITGAV;TP53;TLR2;PPP1CA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Glycerolipid metabolism,5/61,0.0049618445142299,0.0372138338567245,0,0,4.883529529130088,25.91189892294818,DGAT2;DGAT1;GPAM;PNPLA3;MGLL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Small cell lung cancer,6/92,0.0066112368371594,0.0465239895589107,0,0,3.820793433652531,19.176503122692267,RB1;CDK2;CKS2;XIAP;ITGAV;TP53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEGG_2021_Human,Thyroid hormone signaling pathway,7/121,0.0066167451817117,0.0465239895589107,0,0,3.3673615217819832,16.897930925964655,NOTCH2;BMP4;SRC;DIO1;DIO3;ITGAV;TP53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,DNA metabolic process (GO:0006259),50/277,3.0954636426438635e-35,7.088611741654449e-32,0,0,13.659202544651023,1085.367617763396,TOP2A;FEN1;MCM7;MCM8;GMNN;MCM10;BRCA1;EXO1;CHEK1;KPNA2;POLE;RFC5;WDHD1;RFC3;RFC4;LIG1;RFC1;RFC2;DDB1;MSH6;MSH2;TIMELESS;MCM3;MCM4;MCM5;MCM6;MCM2;PRIM2;DNMT1;VCP;PCNA;RNASEH2A;PRIM1;TYMS;RAD51AP1;CDC45;ORC1;POLD1;CDT1;XRCC6;RPA1;RPA2;CDC6;POLA1;POLA2;RAD51;RPA3;POLE2;CDK2;CDK1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,DNA replication (GO:0006260),35/108,1.919642133121785e-34,2.197990242424444e-31,0,0,28.59756097560976,2220.193219830411,FEN1;RNASEH2A;MCM7;MCM8;MCM9;MCM10;BRCA1;CDC45;ORC1;EXO1;POLD1;CHEK1;POLE;RFC5;WDHD1;RFC3;DUT;RFC4;RFC1;RFC2;RPA1;RPA2;CDC6;POLA1;POLA2;POLE2;RPA3;CDK2;TIMELESS;CDK1;MCM3;MCM4;MCM5;MCM6;MCM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,DNA replication initiation (GO:0006270),23/38,5.393721616854057e-31,4.117207500865264e-28,0,0,88.4913725490196,6167.397561472027,PRIM2;CDT1;MCM7;MCM8;PRIM1;GMNN;RPA1;RPA2;MCM10;CDC6;POLA1;POLA2;CDC45;ORC1;POLE2;RPA3;CDK2;MCM3;MCM4;MCM5;MCM6;POLE;MCM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,mitotic spindle organization (GO:0007052),37/157,1.0837759410741451e-30,6.204617262649482e-28,0,0,18.45933026584867,1273.6402859055297,VCP;ZWILCH;MIS12;BUB1B;CDCA8;TTK;KIF11;SMC3;CENPA;AURKB;NSL1;AURKA;CDC20;PPP1CC;CCNB1;DSN1;CHEK2;NUF2;KNTC1;BUB1;DLGAP5;CENPT;PLK1;KIF23;NDC80;ZWINT;TPX2;CENPE;CENPF;INCENP;PRC1;KIF4A;BIRC5;KIF2C;SPC24;MAD2L1;SPC25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,microtubule cytoskeleton organization involved in mitosis (GO:1902850),33/128,7.365196034674681e-29,3.373259783881004e-26,0,0,20.570526315789472,1332.5217095518217,ZWILCH;MIS12;BUB1B;CDCA8;TTK;KIF11;CENPA;AURKB;NSL1;AURKA;CDC20;PPP1CC;CCNB1;DSN1;NUF2;NUSAP1;KNTC1;BUB1;DLGAP5;CENPT;PLK1;NDC80;ZWINT;CENPE;CENPF;ESPL1;INCENP;KIF4A;BIRC5;KIF2C;SPC24;MAD2L1;SPC25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,DNA-dependent DNA replication (GO:0006261),33/129,9.737878348215891e-29,3.7166235695690654e-26,0,0,20.355208333333334,1312.8894511858427,PRIM2;MCM7;MCM8;PRIM1;GMNN;MCM10;CDC45;ORC1;POLD1;POLE;RFC5;WDHD1;CDT1;GINS2;RFC3;RFC4;RFC1;RFC2;RPA1;RPA2;CDC6;POLA1;POLA2;RAD51;PSME3;POLE2;RPA3;CDK2;MCM3;MCM4;MCM5;MCM6;MCM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,mitotic sister chromatid segregation (GO:0000070),26/102,7.938786351188827e-23,2.5971172491746308e-20,0,0,19.85733250039044,1010.4939141026028,RB1;CDCA5;NCAPG2;MIS12;CDCA8;NCAPG;SMC4;NCAPH;NSL1;SMC2;CCNB1;DSN1;NUSAP1;CEP55;DLGAP5;SPAG5;PLK1;KIF23;NDC80;ZWINT;CENPE;ESPL1;PRC1;CDK1;KIF2C;NCAPD2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,cellular macromolecule biosynthetic process (GO:0034645),36/314,1.0391567700628228e-18,2.9745862543048303e-16,0,0,7.666424658438387,317.452248232238,FEN1;RNASEH2A;MCM7;MCM8;MCM9;MCM10;BRCA1;TYMS;RPL6;CDC45;ORC1;EXO1;POLD1;CHEK1;POLE;RFC5;RFC3;DUT;RFC4;RFC2;RPA1;RPA2;CDC6;EEF1G;POLA1;POLA2;RPA3;POLE2;CDK2;TIMELESS;CDK1;MCM3;MCM4;MCM5;MCM6;MCM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,DNA repair (GO:0006281),33/298,8.80335139662642e-17,2.2399638553638342e-14,0,0,7.310188679245283,270.24900625600435,FEN1;VCP;PCNA;RNASEH2A;CDCA5;BRCA1;RAD51AP1;ALKBH5;EXO1;CHEK2;POLD1;CHEK1;KPNA2;POLE;FANCI;RFC5;WDHD1;RFC3;RFC4;LIG1;RFC2;RPA1;RPA2;DDB1;MSH6;POLA1;RAD51;MSH2;RPA3;POLE2;TIMELESS;CDK1;TP53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,sister chromatid segregation (GO:0000819),14/34,3.28606883764741e-16,7.525097638212568e-14,0,0,39.34641833810888,1402.7655033757887,RB1;TOP2A;SPAG5;MIS12;NCAPG2;PLK1;CDCA8;SMC4;NSL1;NDC80;ZWINT;DSN1;ESPL1;NUSAP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,error-free translesion synthesis (GO:0070987),12/22,5.855929932245869e-16,1.219098140440276e-13,0,0,67.1008547008547,2353.489115687088,RFC5;RFC3;VCP;PCNA;RFC4;NPLOC4;RFC1;RFC2;POLD1;RPA3;RPA1;RPA2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
