Upregulated core 1,Mad Hatter Disease,0.031357296375530946;;
Upregulated core 1,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,0.031357296375530946
"Upregulated core 1,""Muscular Dystrophy, Animal"",0.031357296375530946";;
Upregulated core 1,Maffucci Syndrome,0.031357296375530946;;
Upregulated core 1,Claustrophobia,0.031357296375530946;;
"Upregulated core 1,""Mercury Poisoning, Nervous System"",0.031357296375530946";;
Upregulated core 1,Wernicke-Korsakoff Syndrome,0.031357296375530946;;
Upregulated core 1,Hypoxemia,0.031357296375530946;;
Upregulated core 1,Biliary cirrhosis,0.031357296375530946;;
Upregulated core 1,Inorganic Mercury Poisoning,0.031357296375530946;;
Upregulated core 1,Cardiac Death,0.031357296375530946;;
Upregulated core 1,Mercury Psychosis,0.031357296375530946;;
Upregulated core 1,Enchondroma,0.031357296375530946;;
Upregulated core 1,Inborn Errors of Metabolism,0.031357296375530946;;
Upregulated core 1,Cochlear Diseases,0.031357296375530946;;
"Upregulated core 1,""Hypoalphalipoproteinemia, Familial"",0.031357296375530946";;
Upregulated core 1,Thyroid associated opthalmopathies,0.031357296375530946;;
Upregulated core 1,Determination of Death,0.031357296375530946;;
Upregulated core 1,Phobic anxiety disorder,0.031357296375530946;;
Upregulated core 1,Bronchial Diseases,0.034366210680019334;;
Upregulated core 1,Protein Deficiency,0.034366210680019334;;
Upregulated core 1,Eperythrozoonosis,0.034366210680019334;;
"Upregulated core 1,""Polyneuropathy, Critical Illness"",0.034366210680019334";;
Upregulated core 1,Acquired Polyneuropathy,0.034366210680019334;;
Upregulated core 1,Alcoholic Steatohepatitis,0.034366210680019334;;
Upregulated core 1,Intestinal schistosomiasis,0.034366210680019334;;
Upregulated core 1,Schistosomiasis mansoni,0.034366210680019334;;
"Upregulated core 1,""Hypercholanemia, Familial"",0.034366210680019334";;
Upregulated core 1,Malignant neoplasm of breast,0.034366210680019334;;
"Upregulated core 1,""Polyneuropathy, Motor"",0.034366210680019334";;
Upregulated core 1,Mycoplasma Infections,0.034366210680019334;;
Upregulated core 1,Esophagitis,0.034366210680019334;;
Upregulated core 1,Heart Septal Defects,0.034366210680019334;;
Upregulated core 1,Primary Hyperoxaluria,0.034366210680019334;;
"Upregulated core 1,""Polyneuropathy, Familial"",0.034366210680019334";;
Upregulated core 1,Enchondromatosis,0.034366210680019334;;
Upregulated core 1,Alcoholic Liver Diseases,0.03471571994472739;;
Upregulated core 1,Gastric ulcer,0.03471571994472739;;
Upregulated core 1,Infant Overweight,0.03471571994472739;;
Upregulated core 1,Polyneuropathy,0.03471571994472739;;
Upregulated core 1,Myocardial Stunning,0.03471571994472739;;
Upregulated core 1,Hemangioma,0.03471571994472739;;
Upregulated core 1,Pediatric Obesity,0.03471571994472739;;
Upregulated core 1,Sciatic Neuropathy,0.03471571994472739;;
Upregulated core 1,Lesion of Sciatic Nerve,0.03471571994472739;;
Upregulated core 1,Infantile Refsum Disease (disorder),0.03471571994472739;;
Upregulated core 1,Childhood Overweight,0.03471571994472739;;
Upregulated core 1,Alcohol-Related Disorders,0.03471571994472739;;
Upregulated core 1,Ureteral Calculi,0.03471571994472739;;
Upregulated core 1,Infantile Obesity,0.03471571994472739;;
"Upregulated core 1,""Neuralgia-Neuritis, Sciatic Nerve"",0.03471571994472739";;
"Upregulated core 1,""Hibernation, Myocardial"",0.03471571994472739";;
Upregulated core 1,Hematopoietic Neoplasms,0.03471571994472739;;
Upregulated core 1,Stunned Myocardium,0.03471571994472739;;
Upregulated core 1,Bowen's Disease,0.03471571994472739;;
"Upregulated core 1,""Amyloidosis, familial visceral"",0.03471571994472739";;
Upregulated core 1,Adolescent Overweight,0.03471571994472739;;
Upregulated core 1,Chorioangioma,0.03471571994472739;;
Upregulated core 1,Cholangiocarcinoma,0.03471571994472739;;
Upregulated core 1,Sciatic Neuritis,0.03471571994472739;;
Upregulated core 1,Angioma,0.03471571994472739;;
Upregulated core 1,Histiocytoid hemangioma,0.03471571994472739;;
"Upregulated core 1,""Hemangioma, Intramuscular"",0.03471571994472739";;
Upregulated core 1,Acute Kidney Tubular Necrosis,0.03471571994472739;;
Upregulated core 1,Adolescent Obesity,0.03471571994472739;;
Upregulated core 1,Sciatic Nerve Palsy,0.03471571994472739;;
Upregulated core 1,Bipolar I disorder,0.03500957312005892;;
Upregulated core 1,Osteoarthrosis Deformans,0.038202364338928894;;
Upregulated core 1,Hypercholesterolemia,0.03905668503125377;;
Upregulated core 1,Cerebral Hypoxia-Ischemia,0.04196632508213047;;
Upregulated core 1,Hyperthyroidism,0.04196632508213047;;
Upregulated core 1,Keratosis Blennorrhagica,0.04196632508213047;;
"Upregulated core 1,""Abnormalities, Drug-Induced"",0.04196632508213047";;
Upregulated core 1,Anoxic-Ischemic Encephalopathy,0.04196632508213047;;
Upregulated core 1,Intestinal Polyps,0.04196632508213047;;
Upregulated core 1,Schamberg Disease,0.04196632508213047;;
Upregulated core 1,Keratosis,0.04196632508213047;;
Upregulated core 1,Bonnevie-Ullrich Syndrome,0.04196632508213047;;
"Upregulated core 1,""Gonadal Dysgenesis, 45,X"",0.04196632508213047";;
Upregulated core 1,Incontinentia Pigmenti Achromians,0.04196632508213047;;
Upregulated core 1,Keratoma,0.04196632508213047;;
"Upregulated core 1,""Adrenoleukodystrophy, Neonatal"",0.04196632508213047";;
Upregulated core 1,Hypoxic-Ischemic Encephalopathy,0.04196632508213047;;
Upregulated core 1,Primary biliary cirrhosis,0.04196632508213047;;
"Upregulated core 1,""Anoxia-Ischemia, Brain"",0.04196632508213047";;
Upregulated core 1,Partial Fetal Alcohol Syndrome,0.04196632508213047;;
Upregulated core 1,Alcohol Related Neurodevelopmental Disorder,0.04196632508213047;;
"Upregulated core 1,""Anoxia-Ischemia, Cerebral"",0.04196632508213047";;
Upregulated core 1,Pigmentation Disorders,0.04196632508213047;;
Upregulated core 1,Turner Syndrome,0.04196632508213047;;
Upregulated core 1,Obesity,0.045098678604505546;;
"Upregulated core 1,""Heart Failure, Right-Sided"",0.0493491608508218";;
Upregulated core 1,Heart Decompensation,0.0493491608508218;;
Upregulated core 1,Myocardial Failure,0.0493491608508218;;
Upregulated core 1,Left-Sided Heart Failure,0.0493491608508218;;
Upregulated core 1,Zellweger-Like Syndrome,0.04992517745239675;;
Upregulated core 2,Influenza,1.2419142011910141e-08;;
Upregulated core 2,Involutional Depression,8.610252063068068e-07;;
Upregulated core 2,Involutional paraphrenia,8.610252063068068e-07;;
"Upregulated core 2,""Psychosis, Involutional"",8.610252063068068e-07";;
Upregulated core 2,AICARDI-GOUTIERES SYNDROME,8.922953597081089e-06;;
Upregulated core 2,Drug-induced depressive state,8.922953597081089e-06;;
Upregulated core 2,Hepatitis C,9.201908979125117e-06;;
Upregulated core 2,Immunoglobulin A deficiency (disorder),1.7347580097757623e-05;;
Upregulated core 2,Mycobacterium Infections,1.9338806937193985e-05;;
Upregulated core 2,Cytomegalovirus Infections,1.9338806937193985e-05;;
"Upregulated core 2,""Candidiasis, Chronic Mucocutaneous"",1.9338806937193985e-05";;
"Upregulated core 2,""Prostate cancer, familial"",3.117235829509221e-05";;
"Upregulated core 2,""Leiomyosarcoma, Myxoid"",3.117235829509221e-05";;
"Upregulated core 2,""Leiomyosarcoma, Epithelioid"",3.117235829509221e-05";;
Upregulated core 2,leiomyosarcoma,3.117235829509221e-05;;
Upregulated core 2,Vitiligo,4.5155920134856204e-05;;
Upregulated core 2,Virus Diseases,6.139774640472353e-05;;
Upregulated core 2,Cocaine-Related Disorders,0.00011725141897676248;;
Upregulated core 2,Hydronephrosis,0.00011725141897676248;;
Upregulated core 2,Ankylosing spondylitis,0.00011725141897676248;;
"Upregulated core 2,""Arthritis, Adjuvant-Induced"",0.00011725141897676248";;
Upregulated core 2,Exanthema,0.00011725141897676248;;
Upregulated core 2,Herpetic Acute Necrotizing Encephalitis,0.00011725141897676248;;
Upregulated core 2,Cleft Palate,0.00011725141897676248;;
Upregulated core 2,Combined immunodeficiency,0.00011725141897676248;;
"Upregulated core 2,""Arthritis, Experimental"",0.00011725141897676248";;
"Upregulated core 2,""Scleroderma, Limited"",0.00011725141897676248";;
Upregulated core 2,Cleft Lip with or without Cleft Palate,0.00011725141897676248;;
"Upregulated core 2,""Arthritis, Collagen-Induced"",0.00011725141897676248";;
Upregulated core 2,CREST Syndrome,0.00011725141897676248;;
Upregulated core 2,Cleft lip and alveolus,0.00012171849765951442;;
"Upregulated core 2,""Myasthenia Gravis, Ocular"",0.00012171849765951442";;
Upregulated core 2,Diffuse Scleroderma,0.00012171849765951442;;
"Upregulated core 2,""Myasthenia Gravis, Generalized"",0.00012171849765951442";;
Upregulated core 2,Adult type dermatomyositis,0.00012171849765951442;;
Upregulated core 2,Synovitis,0.00012171849765951442;;
Upregulated core 2,Myasthenia Gravis,0.00012171849765951442;;
Upregulated core 2,Stomach Carcinoma,0.00012171849765951442;;
Upregulated core 2,Dermatomyositis,0.00012171849765951442;;
Upregulated core 2,Pseudo-TORCH syndrome,0.00012171849765951442;;
Upregulated core 2,Synovial Hypertrophy,0.00012171849765951442;;
"Upregulated core 2,""Dermatomyositis, Childhood Type"",0.00012171849765951442";;
Upregulated core 2,Cleft upper lip,0.00012171849765951442;;
Upregulated core 2,Behcet Syndrome,0.0001323277705211971;;
Upregulated core 2,Cleft palate with cleft lip,0.0001323277705211971;;
Upregulated core 2,Cholangitis,0.0001323277705211971;;
Upregulated core 2,Multiple Myeloma,0.00020843744406606437;;
"Upregulated core 2,""Lupus Erythematosus, Systemic"",0.0002482049946769013";;
Upregulated core 2,Paranoia,0.00025085803122032967;;
Upregulated core 2,Miscarriage,0.00028634399486221886;;
"Upregulated core 2,""Abortion, Tubal"",0.00028634399486221886";;
Upregulated core 2,Early Pregnancy Loss,0.00028634399486221886;;
Upregulated core 2,Nephritis,0.00028634399486221886;;
Upregulated core 2,Spontaneous abortion,0.00028634399486221886;;
Upregulated core 2,Chronic Lymphocytic Leukemia,0.00028634399486221886;;
Upregulated core 2,Autoinflammatory disorder,0.00030573070924255476;;
Upregulated core 2,Van der Woude syndrome,0.00031302398067133434;;
Upregulated core 2,Systemic Scleroderma,0.00031302398067133434;;
"Upregulated core 2,""Erythroderma, Maculopapular"",0.00031302398067133434";;
Upregulated core 2,Parapsoriasis en Plaques,0.00031302398067133434;;
Upregulated core 2,Parapsoriasis,0.00031302398067133434;;
Upregulated core 2,Parakeratosis Variegata,0.00031302398067133434;;
Upregulated core 2,Paranoid Schizophrenia,0.000344885780946388;;
Upregulated core 2,Akinetic-Rigid Variant of Huntington Disease,0.000344885780946388;;
"Upregulated core 2,""Huntington Disease, Late Onset"",0.000344885780946388";;
Upregulated core 2,Stomach Neoplasms,0.0005023349074230316;;
Upregulated core 2,Ulcerative Colitis,0.0005023349074230316;;
Upregulated core 2,Skin Abnormalities,0.0005023349074230316;;
Upregulated core 2,Malignant neoplasm of prostate,0.0005911567903910521;;
Upregulated core 2,Malignant neoplasm of stomach,0.0007365523824568056;;
"Upregulated core 2,""Arthritis, Psoriatic"",0.0007820088162322318";;
Upregulated core 2,Malignant neoplasm of breast,0.0008545860686858681;;
Upregulated core 2,Dermatitis,0.0009154933177705276;;
"Upregulated core 2,""Limb Deformities, Congenital"",0.0009154933177705276";;
"Upregulated core 2,""MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO (finding)"",0.0011591994146694857";;
Upregulated core 2,Neoplasm of uncertain or unknown behavior of stomach,0.0012246102266484282;;
Upregulated core 2,Benign neoplasm of stomach,0.0012246102266484282;;
Upregulated core 2,Carcinoma in situ of stomach,0.0012246102266484282;;
Upregulated core 2,Libman-Sacks Disease,0.001244903577095025;;
Upregulated core 2,Painful Bladder Syndrome,0.0015081161909105832;;
Upregulated core 2,Interstitial Cystitis,0.0015081161909105832;;
Upregulated core 2,Chronic interstitial cystitis,0.0015081161909105832;;
Upregulated core 2,Precursor B-cell lymphoblastic leukemia,0.0017591593301041592;;
Upregulated core 2,Rheumatoid Arthritis,0.0017591593301041592;;
Upregulated core 2,Granulomatous Slack Skin,0.0020498983739869843;;
"Upregulated core 2,""Lymphoma, T-Cell, Cutaneous"",0.0023197710558761422";;
Upregulated core 2,Morbilliform Drug Reaction,0.002456836018357519;;
Upregulated core 2,Drug Eruptions,0.002456836018357519;;
"Upregulated core 2,""Melanoma, Harding-Passey"",0.0026117924421960557";;
"Upregulated core 2,""Melanoma, B16"",0.0026117924421960557";;
"Upregulated core 2,""Melanoma, Cloudman S91"",0.0026117924421960557";;
"Upregulated core 2,""Melanoma, Experimental"",0.0026117924421960557";;
Upregulated core 2,Asthma,0.002745317284695824;;
"Upregulated core 2,""PROSTATE CANCER, HEREDITARY, 1"",0.004120406018920338";;
Upregulated core 2,Disease Exacerbation,0.004564490071676849;;
Upregulated core 2,Mycoplasma-Induced Stevens-Johnson Syndrome,0.004564490071676849;;
Upregulated core 2,Drug-Induced Stevens Johnson Syndrome,0.004564490071676849;;
Upregulated core 2,Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum,0.004564490071676849;;
Upregulated core 2,Myelofibrosis,0.004586046401766408;;
Upregulated core 2,Piebaldism,0.004586046401766408;;
Upregulated core 2,Human papilloma virus infection,0.004586046401766408;;
Upregulated core 2,Hepatoblastoma,0.004586046401766408;;
Upregulated core 2,Fryns-Aftimos Syndrome,0.004586046401766408;;
Upregulated core 2,Submucous cleft of hard palate,0.004586046401766408;;
"Upregulated core 2,""Direct Hyperbilirubinemia, Neonatal"",0.004586046401766408";;
Upregulated core 2,Fetal Diseases,0.004586046401766408;;
Upregulated core 2,Chlamydia Infections,0.004586046401766408;;
Upregulated core 2,Giant Cell Glioblastoma,0.004586046401766408;;
Upregulated core 2,Rubinstein-Taybi Syndrome,0.004586046401766408;;
Upregulated core 2,Eosinophilic leukemia,0.004586046401766408;;
Upregulated core 2,Acute Erythroblastic Leukemia,0.004586046401766408;;
"Upregulated core 2,""Intracranial Arteriovenous Malformation, Ruptured"",0.004586046401766408";;
Upregulated core 2,Adenocarcinoma,0.004586046401766408;;
Upregulated core 2,Uveomeningoencephalitic Syndrome,0.004586046401766408;;
Upregulated core 2,Cocaine withdrawal,0.004586046401766408;;
Upregulated core 2,GLIOMA SUSCEPTIBILITY 1,0.004586046401766408;;
Upregulated core 2,Brachydactyly,0.004586046401766408;;
Upregulated core 2,Staphylococcus aureus infection,0.004586046401766408;;
Upregulated core 2,Stridor,0.004586046401766408;;
Upregulated core 2,Aplastic Anemia,0.004586046401766408;;
Upregulated core 2,Cerebral Hypoxia-Ischemia,0.004586046401766408;;
Upregulated core 2,Vascular anomaly,0.004586046401766408;;
Upregulated core 2,Urinary tract infection,0.004586046401766408;;
Upregulated core 2,Oxalosis,0.004586046401766408;;
Upregulated core 2,Common Carotid Artery Stenosis,0.004586046401766408;;
Upregulated core 2,Infarction,0.004586046401766408;;
Upregulated core 2,Toxic Shock Syndrome,0.004586046401766408;;
"Upregulated core 2,""Shock, Cardiogenic"",0.004586046401766408";;
Upregulated core 2,Alopecia Areata,0.004586046401766408;;
Upregulated core 2,Moyamoya Disease,0.004586046401766408;;
Upregulated core 2,Immune Complex Diseases,0.004586046401766408;;
Upregulated core 2,Raynaud Disease,0.004586046401766408;;
Upregulated core 2,Bronchial Diseases,0.004586046401766408;;
Upregulated core 2,2p21 microdeletion syndrome,0.004586046401766408;;
Upregulated core 2,Raynaud Phenomenon,0.004586046401766408;;
"Upregulated core 2,""Mammary Neoplasms, Human"",0.004586046401766408";;
Upregulated core 2,Bilateral Headache,0.004586046401766408;;
Upregulated core 2,Pyoderma Gangrenosum,0.004586046401766408;;
Upregulated core 2,Male Germ Cell Tumor,0.004586046401766408;;
Upregulated core 2,Intestinal Perforation,0.004586046401766408;;
Upregulated core 2,Respiratory Syncytial Virus Infections,0.004586046401766408;;
Upregulated core 2,Hyperprolactinemia,0.004586046401766408;;
Upregulated core 2,Von Hippel-Lindau Syndrome,0.004586046401766408;;
"Upregulated core 2,""IgE RESPONSIVENESS, ATOPIC"",0.004586046401766408";;
Upregulated core 2,Carotid Artery Plaque,0.004586046401766408;;
Upregulated core 2,Drug Allergy,0.004586046401766408;;
Upregulated core 2,Enterocolitis,0.004586046401766408;;
"Upregulated core 2,""Arteriovenous Malformations, Cerebral"",0.004586046401766408";;
Upregulated core 2,Intermittent joint effusion,0.004586046401766408;;
Upregulated core 2,X-Linked Lymphoproliferative Disorder,0.004586046401766408;;
Upregulated core 2,Immune dysregulation,0.004586046401766408;;
Upregulated core 2,Periorbital Headache,0.004586046401766408;;
Upregulated core 2,Scaphycephaly,0.004586046401766408;;
Upregulated core 2,Eperythrozoonosis,0.004586046401766408;;
Upregulated core 2,Noninfiltrating Intraductal Carcinoma,0.004586046401766408;;
Upregulated core 2,Polyneuropathy,0.004586046401766408;;
Upregulated core 2,Hereditary Breast and Ovarian Cancer Syndrome,0.004586046401766408;;
"Upregulated core 2,""Arthritis, Suppurative"",0.004586046401766408";;
Upregulated core 2,Keratosis Blennorrhagica,0.004586046401766408;;
Upregulated core 2,Fibrocartilaginous Dysplasia of Bone,0.004586046401766408;;
Upregulated core 2,Pfeiffer type acrocephalosyndactyly,0.004586046401766408;;
Upregulated core 2,Chromosome 17 deletion,0.004586046401766408;;
Upregulated core 2,Adenocarcinoma of large intestine,0.004586046401766408;;
Upregulated core 2,Infantile myofibromatosis,0.004586046401766408;;
Upregulated core 2,Adult Diffuse Large B-Cell Lymphoma,0.004586046401766408;;
Upregulated core 2,Abnormality of cardiovascular system morphology,0.004586046401766408;;
Upregulated core 2,Cleft Soft Palate,0.004586046401766408;;
Upregulated core 2,Gastrointestinal Neoplasms,0.004586046401766408;;
Upregulated core 2,Lateral Sclerosis,0.004586046401766408;;
Upregulated core 2,Cerebral Hemorrhage,0.004586046401766408;;
Upregulated core 2,Stomatitis,0.004586046401766408;;
Upregulated core 2,Dental Diseases,0.004586046401766408;;
Upregulated core 2,Myocardial Stunning,0.004586046401766408;;
Upregulated core 2,Oculootodental syndrome,0.004586046401766408;;
Upregulated core 2,FOCAL CORTICAL DYSPLASIA OF TAYLOR,0.004586046401766408;;
Upregulated core 2,Anoxic-Ischemic Encephalopathy,0.004586046401766408;;
"Upregulated core 2,""Arthritis, Infectious"",0.004586046401766408";;
"Upregulated core 2,""Growth retardation, pre- and postnatal"",0.004586046401766408";;
Upregulated core 2,Intestinal Polyps,0.004586046401766408;;
